match_id,batting_team,innings_total_runs,wickets_lost,winner,,,,
598064,Kings XI Punjab,194,4,KINGS XI PUNJAB,,,,
598064,Royal Challengers Bangalore,190,3,KINGS XI PUNJAB,,,,
598065,Rajasthan Royals,113,8,SUNRISERS HYDERABAD,,,,
598065,Sunrisers Hyderabad,136,7,SUNRISERS HYDERABAD,,,,
598066,Kings XI Punjab,183,7,KINGS XI PUNJAB,,,,
598066,Mumbai Indians,133,9,KINGS XI PUNJAB,,,,
598067,Delhi Daredevils,134,9,PUNE WARRIORS,,,,
598067,Pune Warriors,172,5,PUNE WARRIORS,,,,
598068,Chennai Super Kings,82,6,ROYAL CHALLENGERS BANGALORE,,,,
598068,Royal Challengers Bangalore,106,2,ROYAL CHALLENGERS BANGALORE,,,,
598069,Kolkata Knight Riders,130,6,SUNRISERS HYDERABAD,,,,
598069,Sunrisers Hyderabad,132,4,SUNRISERS HYDERABAD,,,,
598070,Chennai Super Kings,192,1,CHENNAI SUPER KINGS,,,,
598070,Mumbai Indians,144,10,CHENNAI SUPER KINGS,,,,
598071,Rajasthan Royals,135,6,RAJASTHAN ROYALS,,,,
598071,Sunrisers Hyderabad,132,5,RAJASTHAN ROYALS,,,,
598072,Mumbai Indians,169,6,MUMBAI INDIANS,,,,
598072,Rajasthan Royals,165,6,MUMBAI INDIANS,,,,
598073,Chennai Super Kings,125,9,MUMBAI INDIANS,,,,
598073,Mumbai Indians,148,8,MUMBAI INDIANS,,,,
729279,Kolkata Knight Riders,163,5,KOLKATA KNIGHT RIDERS,,,,
729279,Mumbai Indians,122,7,KOLKATA KNIGHT RIDERS,,,,
729281,Delhi Daredevils,145,4,ROYAL CHALLENGERS BANGALORE,,,,
729281,Royal Challengers Bangalore,146,2,ROYAL CHALLENGERS BANGALORE,,,,
729283,Chennai Super Kings,205,4,KINGS XI PUNJAB,,,,
729283,Kings XI Punjab,206,4,KINGS XI PUNJAB,,,,
729285,Rajasthan Royals,135,6,RAJASTHAN ROYALS,,,,
729285,Sunrisers Hyderabad,133,6,RAJASTHAN ROYALS,,,,
729287,Mumbai Indians,115,8,ROYAL CHALLENGERS BANGALORE,,,,
729287,Royal Challengers Bangalore,116,3,ROYAL CHALLENGERS BANGALORE,,,,
729289,Delhi Daredevils,167,5,DELHI DAREDEVILS,,,,
729289,Kolkata Knight Riders,166,5,DELHI DAREDEVILS,,,,
729291,Kings XI Punjab,193,3,KINGS XI PUNJAB,,,,
729291,Rajasthan Royals,191,4,KINGS XI PUNJAB,,,,
729293,Chennai Super Kings,177,6,CHENNAI SUPER KINGS,,,,
729293,Delhi Daredevils,84,9,CHENNAI SUPER KINGS,,,,
729295,Kings XI Punjab,193,6,KINGS XI PUNJAB,,,,
729295,Sunrisers Hyderabad,121,10,KINGS XI PUNJAB,,,,
729297,Chennai Super Kings,140,5,CHENNAI SUPER KINGS,,,,
729297,Rajasthan Royals,133,8,CHENNAI SUPER KINGS,,,,
729299,Kolkata Knight Riders,150,7,KOLKATA KNIGHT RIDERS,,,,
729299,Royal Challengers Bangalore,148,5,KOLKATA KNIGHT RIDERS,,,,
729301,Delhi Daredevils,180,4,SUNRISERS HYDERABAD,,,,
729301,Sunrisers Hyderabad,184,1,SUNRISERS HYDERABAD,,,,
729303,Chennai Super Kings,142,3,CHENNAI SUPER KINGS,,,,
729303,Mumbai Indians,141,6,CHENNAI SUPER KINGS,,,,
729305,Rajasthan Royals,71,3,RAJASTHAN ROYALS,,,,
729305,Royal Challengers Bangalore,70,9,RAJASTHAN ROYALS,,,,
729307,Kings XI Punjab,132,8,KINGS XI PUNJAB,,,,
729307,Kolkata Knight Riders,109,9,KINGS XI PUNJAB,,,,
729309,Delhi Daredevils,126,4,DELHI DAREDEVILS,,,,
729309,Mumbai Indians,125,4,DELHI DAREDEVILS,,,,
729311,Chennai Super Kings,146,5,CHENNAI SUPER KINGS,,,,
729311,Sunrisers Hyderabad,145,5,CHENNAI SUPER KINGS,,,,
729313,Kings XI Punjab,127,5,KINGS XI PUNJAB,,,,
729313,Royal Challengers Bangalore,124,8,KINGS XI PUNJAB,,,,
729315,Kolkata Knight Riders,163,7,RAJASTHAN ROYALS,,,,
729315,Rajasthan Royals,163,4,RAJASTHAN ROYALS,,,,
729317,Mumbai Indians,157,7,SUNRISERS HYDERABAD,,,,
729317,Sunrisers Hyderabad,172,5,SUNRISERS HYDERABAD,,,,
733971,Chennai Super Kings,148,3,CHENNAI SUPER KINGS,,,,
733971,Kolkata Knight Riders,114,8,CHENNAI SUPER KINGS,,,,
733973,Kings XI Punjab,168,4,MUMBAI INDIANS,,,,
733973,Mumbai Indians,170,5,MUMBAI INDIANS,,,,
733975,Delhi Daredevils,152,5,RAJASTHAN ROYALS,,,,
733975,Rajasthan Royals,156,3,RAJASTHAN ROYALS,,,,
733977,Royal Challengers Bangalore,158,5,ROYAL CHALLENGERS BANGALORE,,,,
733977,Sunrisers Hyderabad,155,6,ROYAL CHALLENGERS BANGALORE,,,,
733979,Kolkata Knight Riders,160,6,RAJASTHAN ROYALS,,,,
733979,Rajasthan Royals,170,5,RAJASTHAN ROYALS,,,,
733981,Chennai Super Kings,181,2,CHENNAI SUPER KINGS,,,,
733981,Delhi Daredevils,178,4,CHENNAI SUPER KINGS,,,,
733983,Mumbai Indians,187,4,MUMBAI INDIANS,,,,
733983,Royal Challengers Bangalore,168,7,MUMBAI INDIANS,,,,
733985,Delhi Daredevils,160,4,KOLKATA KNIGHT RIDERS,,,,
733985,Kolkata Knight Riders,161,2,KOLKATA KNIGHT RIDERS,,,,
733987,Chennai Super Kings,187,5,KINGS XI PUNJAB,,,,
733987,Kings XI Punjab,231,4,KINGS XI PUNJAB,,,,
733989,Rajasthan Royals,102,9,SUNRISERS HYDERABAD,,,,
733989,Sunrisers Hyderabad,134,7,SUNRISERS HYDERABAD,,,,
733991,Kings XI Punjab,198,8,KINGS XI PUNJAB,,,,
733991,Royal Challengers Bangalore,166,9,KINGS XI PUNJAB,,,,
733993,Delhi Daredevils,143,7,SUNRISERS HYDERABAD,,,,
733993,Sunrisers Hyderabad,44,2,SUNRISERS HYDERABAD,,,,
733995,Chennai Super Kings,160,5,CHENNAI SUPER KINGS,,,,
733995,Mumbai Indians,157,6,CHENNAI SUPER KINGS,,,,
733997,Kings XI Punjab,149,7,KOLKATA KNIGHT RIDERS,,,,
733997,Kolkata Knight Riders,150,1,KOLKATA KNIGHT RIDERS,,,,
733999,Rajasthan Royals,191,5,RAJASTHAN ROYALS,,,,
733999,Royal Challengers Bangalore,190,5,RAJASTHAN ROYALS,,,,
734001,Mumbai Indians,160,3,MUMBAI INDIANS,,,,
734001,Sunrisers Hyderabad,157,2,MUMBAI INDIANS,,,,
734003,Chennai Super Kings,149,5,CHENNAI SUPER KINGS,,,,
734003,Rajasthan Royals,148,7,CHENNAI SUPER KINGS,,,,
734005,Delhi Daredevils,170,6,ROYAL CHALLENGERS BANGALORE,,,,
734005,Royal Challengers Bangalore,186,3,ROYAL CHALLENGERS BANGALORE,,,,
734007,Kings XI Punjab,211,3,KINGS XI PUNJAB,,,,
734007,Sunrisers Hyderabad,205,4,KINGS XI PUNJAB,,,,
734009,Kolkata Knight Riders,142,4,KOLKATA KNIGHT RIDERS,,,,
734009,Mumbai Indians,141,5,KOLKATA KNIGHT RIDERS,,,,
734011,Delhi Daredevils,139,8,RAJASTHAN ROYALS,,,,
734011,Rajasthan Royals,201,5,RAJASTHAN ROYALS,,,,
734013,Chennai Super Kings,138,4,ROYAL CHALLENGERS BANGALORE,,,,
734013,Royal Challengers Bangalore,142,5,ROYAL CHALLENGERS BANGALORE,,,,
734015,Kolkata Knight Riders,146,2,KOLKATA KNIGHT RIDERS,,,,
734015,Sunrisers Hyderabad,142,7,KOLKATA KNIGHT RIDERS,,,,
734017,Mumbai Indians,178,2,MUMBAI INDIANS,,,,
734017,Rajasthan Royals,153,8,MUMBAI INDIANS,,,,
734019,Delhi Daredevils,164,7,KINGS XI PUNJAB,,,,
734019,Kings XI Punjab,165,6,KINGS XI PUNJAB,,,,
734021,Royal Challengers Bangalore,160,5,SUNRISERS HYDERABAD,,,,
734021,Sunrisers Hyderabad,161,2,SUNRISERS HYDERABAD,,,,
734023,Chennai Super Kings,154,3,KOLKATA KNIGHT RIDERS,,,,
734023,Kolkata Knight Riders,156,2,KOLKATA KNIGHT RIDERS,,,,
734025,Kings XI Punjab,156,6,MUMBAI INDIANS,,,,
734025,Mumbai Indians,159,3,MUMBAI INDIANS,,,,
734027,Kolkata Knight Riders,195,3,KOLKATA KNIGHT RIDERS,,,,
734027,Royal Challengers Bangalore,165,5,KOLKATA KNIGHT RIDERS,,,,
734029,Chennai Super Kings,185,2,SUNRISERS HYDERABAD,,,,
734029,Sunrisers Hyderabad,189,3,SUNRISERS HYDERABAD,,,,
734031,Delhi Daredevils,158,4,MUMBAI INDIANS,,,,
734031,Mumbai Indians,173,7,MUMBAI INDIANS,,,,
734033,Kings XI Punjab,179,3,KINGS XI PUNJAB,,,,
734033,Rajasthan Royals,163,8,KINGS XI PUNJAB,,,,
734035,Chennai Super Kings,160,2,CHENNAI SUPER KINGS,,,,
734035,Royal Challengers Bangalore,154,6,CHENNAI SUPER KINGS,,,,
734037,Kolkata Knight Riders,161,5,KOLKATA KNIGHT RIDERS,,,,
734037,Sunrisers Hyderabad,160,4,KOLKATA KNIGHT RIDERS,,,,
734039,Delhi Daredevils,115,9,KINGS XI PUNJAB,,,,
734039,Kings XI Punjab,119,3,KINGS XI PUNJAB,,,,
734041,Mumbai Indians,195,4,MUMBAI INDIANS,,,,
734041,Rajasthan Royals,189,4,MUMBAI INDIANS,,,,
734043,Kings XI Punjab,135,7,KOLKATA KNIGHT RIDERS,,,,
734043,Kolkata Knight Riders,163,7,KOLKATA KNIGHT RIDERS,,,,
734045,Chennai Super Kings,176,3,CHENNAI SUPER KINGS,,,,
734045,Mumbai Indians,173,8,CHENNAI SUPER KINGS,,,,
734047,Chennai Super Kings,202,5,KINGS XI PUNJAB,,,,
734047,Kings XI Punjab,226,5,KINGS XI PUNJAB,,,,
734049,Kings XI Punjab,199,4,KOLKATA KNIGHT RIDERS,,,,
734049,Kolkata Knight Riders,200,6,KOLKATA KNIGHT RIDERS,,,,
829705,Kolkata Knight Riders,170,3,KOLKATA KNIGHT RIDERS,,,,
829705,Mumbai Indians,168,3,KOLKATA KNIGHT RIDERS,,,,
829707,Chennai Super Kings,150,7,CHENNAI SUPER KINGS,,,,
829707,Delhi Daredevils,149,8,CHENNAI SUPER KINGS,,,,
829709,Kings XI Punjab,136,6,RAJASTHAN ROYALS,,,,
829709,Rajasthan Royals,162,7,RAJASTHAN ROYALS,,,,
829711,Chennai Super Kings,209,1,CHENNAI SUPER KINGS,,,,
829711,Sunrisers Hyderabad,164,6,CHENNAI SUPER KINGS,,,,
829713,Kolkata Knight Riders,177,4,ROYAL CHALLENGERS BANGALORE,,,,
829713,Royal Challengers Bangalore,179,5,ROYAL CHALLENGERS BANGALORE,,,,
829715,Delhi Daredevils,184,3,RAJASTHAN ROYALS,,,,
829715,Rajasthan Royals,186,7,RAJASTHAN ROYALS,,,,
829717,Kings XI Punjab,177,5,KINGS XI PUNJAB,,,,
829717,Mumbai Indians,159,7,KINGS XI PUNJAB,,,,
829719,Royal Challengers Bangalore,166,10,SUNRISERS HYDERABAD,,,,
829719,Sunrisers Hyderabad,172,2,SUNRISERS HYDERABAD,,,,
829721,Mumbai Indians,164,5,RAJASTHAN ROYALS,,,,
829721,Rajasthan Royals,165,3,RAJASTHAN ROYALS,,,,
829723,Chennai Super Kings,165,9,KOLKATA KNIGHT RIDERS,,,,
829723,Kolkata Knight Riders,169,3,KOLKATA KNIGHT RIDERS,,,,
829725,Delhi Daredevils,169,4,DELHI DAREDEVILS,,,,
829725,Kings XI Punjab,165,7,DELHI DAREDEVILS,,,,
829727,Rajasthan Royals,131,4,RAJASTHAN ROYALS,,,,
829727,Sunrisers Hyderabad,127,4,RAJASTHAN ROYALS,,,,
829729,Chennai Super Kings,189,4,CHENNAI SUPER KINGS,,,,
829729,Mumbai Indians,183,7,CHENNAI SUPER KINGS,,,,
829731,Delhi Daredevils,167,4,DELHI DAREDEVILS,,,,
829731,Sunrisers Hyderabad,163,7,DELHI DAREDEVILS,,,,
829733,Kings XI Punjab,155,8,KOLKATA KNIGHT RIDERS,,,,
829733,Kolkata Knight Riders,159,6,KOLKATA KNIGHT RIDERS,,,,
829735,Chennai Super Kings,156,4,RAJASTHAN ROYALS,,,,
829735,Rajasthan Royals,157,2,RAJASTHAN ROYALS,,,,
829737,Mumbai Indians,209,6,MUMBAI INDIANS,,,,
829737,Royal Challengers Bangalore,191,6,MUMBAI INDIANS,,,,
829739,Delhi Daredevils,146,7,KOLKATA KNIGHT RIDERS,,,,
829739,Kolkata Knight Riders,147,4,KOLKATA KNIGHT RIDERS,,,,
829741,Kings XI Punjab,206,5,KINGS XI PUNJAB,,,,
829741,Rajasthan Royals,197,7,KINGS XI PUNJAB,,,,
829743,Kolkata Knight Riders,101,4,SUNRISERS HYDERABAD,,,,
829743,Sunrisers Hyderabad,176,4,SUNRISERS HYDERABAD,,,,
829745,Chennai Super Kings,181,8,CHENNAI SUPER KINGS,,,,
829745,Royal Challengers Bangalore,154,7,CHENNAI SUPER KINGS,,,,
829747,Delhi Daredevils,190,4,DELHI DAREDEVILS,,,,
829747,Mumbai Indians,153,9,DELHI DAREDEVILS,,,,
829749,Rajasthan Royals,130,8,ROYAL CHALLENGERS BANGALORE,,,,
829749,Royal Challengers Bangalore,134,1,ROYAL CHALLENGERS BANGALORE,,,,
829751,Mumbai Indians,157,8,MUMBAI INDIANS,,,,
829751,Sunrisers Hyderabad,137,8,MUMBAI INDIANS,,,,
829753,Chennai Super Kings,192,2,CHENNAI SUPER KINGS,,,,
829753,Kings XI Punjab,95,9,CHENNAI SUPER KINGS,,,,
829757,Delhi Daredevils,95,9,ROYAL CHALLENGERS BANGALORE,,,,
829757,Royal Challengers Bangalore,99,0,ROYAL CHALLENGERS BANGALORE,,,,
829759,Kings XI Punjab,130,8,SUNRISERS HYDERABAD,,,,
829759,Sunrisers Hyderabad,150,6,SUNRISERS HYDERABAD,,,,
829761,Delhi Daredevils,158,6,KOLKATA KNIGHT RIDERS,,,,
829761,Kolkata Knight Riders,171,6,KOLKATA KNIGHT RIDERS,,,,
829765,Chennai Super Kings,134,5,CHENNAI SUPER KINGS,,,,
829765,Kolkata Knight Riders,132,8,CHENNAI SUPER KINGS,,,,
829767,Delhi Daredevils,119,1,DELHI DAREDEVILS,,,,
829767,Kings XI Punjab,118,8,DELHI DAREDEVILS,,,,
829769,Mumbai Indians,187,5,MUMBAI INDIANS,,,,
829769,Rajasthan Royals,179,6,MUMBAI INDIANS,,,,
829771,Kolkata Knight Riders,111,3,ROYAL CHALLENGERS BANGALORE,,,,
829771,Royal Challengers Bangalore,115,3,ROYAL CHALLENGERS BANGALORE,,,,
829773,Chennai Super Kings,170,5,SUNRISERS HYDERABAD,,,,
829773,Sunrisers Hyderabad,192,6,SUNRISERS HYDERABAD,,,,
829775,Kings XI Punjab,149,4,MUMBAI INDIANS,,,,
829775,Mumbai Indians,172,3,MUMBAI INDIANS,,,,
829777,Delhi Daredevils,175,7,RAJASTHAN ROYALS,,,,
829777,Rajasthan Royals,189,2,RAJASTHAN ROYALS,,,,
829779,Chennai Super Kings,148,8,CHENNAI SUPER KINGS,,,,
829779,Royal Challengers Bangalore,124,8,CHENNAI SUPER KINGS,,,,
829781,Kolkata Knight Riders,167,6,KOLKATA KNIGHT RIDERS,,,,
829781,Sunrisers Hyderabad,132,7,KOLKATA KNIGHT RIDERS,,,,
829783,Delhi Daredevils,152,6,MUMBAI INDIANS,,,,
829783,Mumbai Indians,153,5,MUMBAI INDIANS,,,,
829785,Kings XI Punjab,88,10,ROYAL CHALLENGERS BANGALORE,,,,
829785,Royal Challengers Bangalore,226,3,ROYAL CHALLENGERS BANGALORE,,,,
829787,Rajasthan Royals,194,7,SUNRISERS HYDERABAD,,,,
829787,Sunrisers Hyderabad,201,4,SUNRISERS HYDERABAD,,,,
829789,Chennai Super Kings,158,4,MUMBAI INDIANS,,,,
829789,Mumbai Indians,159,3,MUMBAI INDIANS,,,,
829791,Kings XI Punjab,183,5,KOLKATA KNIGHT RIDERS,,,,
829791,Kolkata Knight Riders,184,7,KOLKATA KNIGHT RIDERS,,,,
829793,Delhi Daredevils,157,4,SUNRISERS HYDERABAD,,,,
829793,Sunrisers Hyderabad,163,4,SUNRISERS HYDERABAD,,,,
829795,Mumbai Indians,196,6,ROYAL CHALLENGERS BANGALORE,,,,
829795,Royal Challengers Bangalore,235,1,ROYAL CHALLENGERS BANGALORE,,,,
829797,Chennai Super Kings,157,4,CHENNAI SUPER KINGS,,,,
829797,Rajasthan Royals,145,9,CHENNAI SUPER KINGS,,,,
829799,Kings XI Punjab,180,7,SUNRISERS HYDERABAD,,,,
829799,Sunrisers Hyderabad,185,4,SUNRISERS HYDERABAD,,,,
829801,Chennai Super Kings,119,6,DELHI DAREDEVILS,,,,
829801,Delhi Daredevils,120,4,DELHI DAREDEVILS,,,,
829803,Kings XI Punjab,106,6,KINGS XI PUNJAB,,,,
829803,Royal Challengers Bangalore,84,6,KINGS XI PUNJAB,,,,
829805,Kolkata Knight Riders,166,6,MUMBAI INDIANS,,,,
829805,Mumbai Indians,171,4,MUMBAI INDIANS,,,,
829807,Royal Challengers Bangalore,83,3,ROYAL CHALLENGERS BANGALORE,,,,
829807,Sunrisers Hyderabad,135,3,ROYAL CHALLENGERS BANGALORE,,,,
829809,Chennai Super Kings,134,3,CHENNAI SUPER KINGS,,,,
829809,Kings XI Punjab,130,7,CHENNAI SUPER KINGS,,,,
829811,Kolkata Knight Riders,190,9,RAJASTHAN ROYALS,,,,
829811,Rajasthan Royals,199,4,RAJASTHAN ROYALS,,,,
829815,Mumbai Indians,114,1,MUMBAI INDIANS,,,,
829815,Sunrisers Hyderabad,113,9,MUMBAI INDIANS,,,,
829817,Chennai Super Kings,162,9,MUMBAI INDIANS,,,,
829817,Mumbai Indians,187,6,MUMBAI INDIANS,,,,
829819,Rajasthan Royals,109,9,ROYAL CHALLENGERS BANGALORE,,,,
829819,Royal Challengers Bangalore,180,3,ROYAL CHALLENGERS BANGALORE,,,,
829821,Chennai Super Kings,140,6,CHENNAI SUPER KINGS,,,,
829821,Royal Challengers Bangalore,139,7,CHENNAI SUPER KINGS,,,,
829823,Chennai Super Kings,161,8,MUMBAI INDIANS,,,,
829823,Mumbai Indians,202,4,MUMBAI INDIANS,,,,
980901,Mumbai Indians,121,8,RISING PUNE SUPERGIANTS,,,,
980901,Rising Pune Supergiants,126,1,RISING PUNE SUPERGIANTS,,,,
980903,Delhi Daredevils,98,10,KOLKATA KNIGHT RIDERS,,,,
980903,Kolkata Knight Riders,99,1,KOLKATA KNIGHT RIDERS,,,,
980905,Gujarat Lions,162,4,GUJARAT LIONS,,,,
980905,Kings XI Punjab,161,6,GUJARAT LIONS,,,,
980907,Royal Challengers Bangalore,227,4,ROYAL CHALLENGERS BANGALORE,,,,
980907,Sunrisers Hyderabad,182,6,ROYAL CHALLENGERS BANGALORE,,,,
980909,Kolkata Knight Riders,187,4,MUMBAI INDIANS,,,,
980909,Mumbai Indians,188,3,MUMBAI INDIANS,,,,
980911,Gujarat Lions,164,3,GUJARAT LIONS,,,,
980911,Rising Pune Supergiants,163,5,GUJARAT LIONS,,,,
980913,Delhi Daredevils,113,2,DELHI DAREDEVILS,,,,
980913,Kings XI Punjab,111,7,DELHI DAREDEVILS,,,,
980915,Kolkata Knight Riders,146,2,KOLKATA KNIGHT RIDERS,,,,
980915,Sunrisers Hyderabad,142,6,KOLKATA KNIGHT RIDERS,,,,
980917,Gujarat Lions,147,7,GUJARAT LIONS,,,,
980917,Mumbai Indians,143,7,GUJARAT LIONS,,,,
980919,Kings XI Punjab,153,4,KINGS XI PUNJAB,,,,
980919,Rising Pune Supergiants,152,6,KINGS XI PUNJAB,,,,
980921,Delhi Daredevils,192,3,DELHI DAREDEVILS,,,,
980921,Royal Challengers Bangalore,191,4,DELHI DAREDEVILS,,,,
980923,Mumbai Indians,142,5,SUNRISERS HYDERABAD,,,,
980923,Sunrisers Hyderabad,145,3,SUNRISERS HYDERABAD,,,,
980925,Kings XI Punjab,138,7,KOLKATA KNIGHT RIDERS,,,,
980925,Kolkata Knight Riders,141,4,KOLKATA KNIGHT RIDERS,,,,
980927,Mumbai Indians,171,4,MUMBAI INDIANS,,,,
980927,Royal Challengers Bangalore,170,6,MUMBAI INDIANS,,,,
980929,Gujarat Lions,135,8,SUNRISERS HYDERABAD,,,,
980929,Sunrisers Hyderabad,137,0,SUNRISERS HYDERABAD,,,,
980931,Rising Pune Supergiants,172,7,ROYAL CHALLENGERS BANGALORE,,,,
980931,Royal Challengers Bangalore,185,3,ROYAL CHALLENGERS BANGALORE,,,,
980933,Delhi Daredevils,164,4,DELHI DAREDEVILS,,,,
980933,Mumbai Indians,154,4,DELHI DAREDEVILS,,,,
980935,Kings XI Punjab,143,5,SUNRISERS HYDERABAD,,,,
980935,Sunrisers Hyderabad,146,3,SUNRISERS HYDERABAD,,,,
980937,Gujarat Lions,182,4,GUJARAT LIONS,,,,
980937,Royal Challengers Bangalore,180,2,GUJARAT LIONS,,,,
980939,Kolkata Knight Riders,162,7,KOLKATA KNIGHT RIDERS,,,,
980939,Rising Pune Supergiants,160,4,KOLKATA KNIGHT RIDERS,,,,
980941,Kings XI Punjab,164,7,MUMBAI INDIANS,,,,
980941,Mumbai Indians,189,6,MUMBAI INDIANS,,,,
980943,Rising Pune Supergiants,94,3,RISING PUNE SUPERGIANTS,,,,
980943,Sunrisers Hyderabad,118,7,RISING PUNE SUPERGIANTS,,,,
980945,Delhi Daredevils,171,5,GUJARAT LIONS,,,,
980945,Gujarat Lions,172,6,GUJARAT LIONS,,,,
980947,Kolkata Knight Riders,174,5,MUMBAI INDIANS,,,,
980947,Mumbai Indians,178,4,MUMBAI INDIANS,,,,
980949,Gujarat Lions,196,5,GUJARAT LIONS,,,,
980949,Rising Pune Supergiants,195,1,GUJARAT LIONS,,,,
980951,Delhi Daredevils,186,7,DELHI DAREDEVILS,,,,
980951,Kolkata Knight Riders,159,8,DELHI DAREDEVILS,,,,
980953,Royal Challengers Bangalore,179,5,SUNRISERS HYDERABAD,,,,
980953,Sunrisers Hyderabad,194,4,SUNRISERS HYDERABAD,,,,
980955,Gujarat Lions,131,8,KINGS XI PUNJAB,,,,
980955,Kings XI Punjab,154,9,KINGS XI PUNJAB,,,,
980957,Mumbai Indians,161,2,MUMBAI INDIANS,,,,
980957,Rising Pune Supergiants,159,5,MUMBAI INDIANS,,,,
980959,Kolkata Knight Riders,189,5,KOLKATA KNIGHT RIDERS,,,,
980959,Royal Challengers Bangalore,185,6,KOLKATA KNIGHT RIDERS,,,,
980961,Delhi Daredevils,150,2,DELHI DAREDEVILS,,,,
980961,Gujarat Lions,149,6,DELHI DAREDEVILS,,,,
980963,Kings XI Punjab,157,7,KOLKATA KNIGHT RIDERS,,,,
980963,Kolkata Knight Riders,164,0,KOLKATA KNIGHT RIDERS,,,,
980965,Delhi Daredevils,162,5,RISING PUNE SUPERGIANTS,,,,
980965,Rising Pune Supergiants,166,3,RISING PUNE SUPERGIANTS,,,,
980967,Gujarat Lions,126,6,SUNRISERS HYDERABAD,,,,
980967,Sunrisers Hyderabad,129,5,SUNRISERS HYDERABAD,,,,
980969,Rising Pune Supergiants,191,5,ROYAL CHALLENGERS BANGALORE,,,,
980969,Royal Challengers Bangalore,195,3,ROYAL CHALLENGERS BANGALORE,,,,
980971,Delhi Daredevils,172,5,KINGS XI PUNJAB,,,,
980971,Kings XI Punjab,181,4,KINGS XI PUNJAB,,,,
980973,Mumbai Indians,92,10,SUNRISERS HYDERABAD,,,,
980973,Sunrisers Hyderabad,177,3,SUNRISERS HYDERABAD,,,,
980975,Gujarat Lions,164,4,GUJARAT LIONS,,,,
980975,Kolkata Knight Riders,158,4,GUJARAT LIONS,,,,
980977,Kings XI Punjab,174,3,ROYAL CHALLENGERS BANGALORE,,,,
980977,Royal Challengers Bangalore,175,5,ROYAL CHALLENGERS BANGALORE,,,,
980979,Rising Pune Supergiants,133,6,SUNRISERS HYDERABAD,,,,
980979,Sunrisers Hyderabad,137,8,SUNRISERS HYDERABAD,,,,
980981,Mumbai Indians,153,4,MUMBAI INDIANS,,,,
980981,Royal Challengers Bangalore,151,3,MUMBAI INDIANS,,,,
980983,Delhi Daredevils,150,3,DELHI DAREDEVILS,,,,
980983,Sunrisers Hyderabad,146,7,DELHI DAREDEVILS,,,,
980985,Kings XI Punjab,127,3,KINGS XI PUNJAB,,,,
980985,Mumbai Indians,124,9,KINGS XI PUNJAB,,,,
980987,Gujarat Lions,104,10,ROYAL CHALLENGERS BANGALORE,,,,
980987,Royal Challengers Bangalore,248,3,ROYAL CHALLENGERS BANGALORE,,,,
980989,Kolkata Knight Riders,66,2,KOLKATA KNIGHT RIDERS,,,,
980989,Rising Pune Supergiants,103,5,KOLKATA KNIGHT RIDERS,,,,
980991,Kings XI Punjab,179,4,SUNRISERS HYDERABAD,,,,
980991,Sunrisers Hyderabad,180,2,SUNRISERS HYDERABAD,,,,
980993,Delhi Daredevils,126,7,MUMBAI INDIANS,,,,
980993,Mumbai Indians,206,4,MUMBAI INDIANS,,,,
980995,Kolkata Knight Riders,183,4,ROYAL CHALLENGERS BANGALORE,,,,
980995,Royal Challengers Bangalore,186,1,ROYAL CHALLENGERS BANGALORE,,,,
980997,Delhi Daredevils,121,6,RISING PUNE SUPERGIANTS,,,,
980997,Rising Pune Supergiants,76,1,RISING PUNE SUPERGIANTS,,,,
980999,Kings XI Punjab,120,8,ROYAL CHALLENGERS BANGALORE,,,,
980999,Royal Challengers Bangalore,211,3,ROYAL CHALLENGERS BANGALORE,,,,
981001,Gujarat Lions,125,3,GUJARAT LIONS,,,,
981001,Kolkata Knight Riders,124,7,GUJARAT LIONS,,,,
981003,Delhi Daredevils,161,3,DELHI DAREDEVILS,,,,
981003,Sunrisers Hyderabad,158,4,DELHI DAREDEVILS,,,,
981005,Kings XI Punjab,172,7,RISING PUNE SUPERGIANTS,,,,
981005,Rising Pune Supergiants,173,6,RISING PUNE SUPERGIANTS,,,,
981007,Gujarat Lions,173,4,GUJARAT LIONS,,,,
981007,Mumbai Indians,172,8,GUJARAT LIONS,,,,
981009,Kolkata Knight Riders,171,6,KOLKATA KNIGHT RIDERS,,,,
981009,Sunrisers Hyderabad,149,7,KOLKATA KNIGHT RIDERS,,,,
981011,Delhi Daredevils,138,7,ROYAL CHALLENGERS BANGALORE,,,,
981011,Royal Challengers Bangalore,139,4,ROYAL CHALLENGERS BANGALORE,,,,
981013,Gujarat Lions,158,9,ROYAL CHALLENGERS BANGALORE,,,,
981013,Royal Challengers Bangalore,159,6,ROYAL CHALLENGERS BANGALORE,,,,
981015,Kolkata Knight Riders,140,7,SUNRISERS HYDERABAD,,,,
981015,Sunrisers Hyderabad,162,7,SUNRISERS HYDERABAD,,,,
981017,Gujarat Lions,162,6,SUNRISERS HYDERABAD,,,,
981017,Sunrisers Hyderabad,163,5,SUNRISERS HYDERABAD,,,,
981019,Royal Challengers Bangalore,200,5,SUNRISERS HYDERABAD,,,,
981019,Sunrisers Hyderabad,208,6,SUNRISERS HYDERABAD,,,,
1082591,Royal Challengers Bangalore,172,8,SUNRISERS HYDERABAD,,,,
1082591,Sunrisers Hyderabad,207,4,SUNRISERS HYDERABAD,,,,
1082592,Mumbai Indians,184,7,RISING PUNE SUPERGIANT,,,,
1082592,Rising Pune Supergiant,187,3,RISING PUNE SUPERGIANT,,,,
